"ID","INCI","CAS","WE"
"12347","HUMUS EXTRACT","-","-"
"12348","HYACINTHOIDES NON-SCRIPTA SEED EXTRACT","-","-"
"12349","HYACINTHUS ORIENTALIS EXTRACT","94333-75-2","305-055-7"
"12350","HYACINTHUS ORIENTALIS FLOWER EXTRACT","94333-75-2","305-055-7"
"12351","HYACINTHUS ORIENTALIS LEAF EXTRACT","94333-75-2","305-055-7"
"12352","HYALURONATE RH-OLIGOPEPTIDE-1","-","-"
"12353","HYALURONIC ACID","9004-61-9","232-678-0"
"12354","HYALURONIC ACID/POLYGLUTAMIC ACID CROSSPOLYMER","-","-"
"12355","HYALURONIC ACID/POLYISOPROPYLACRYLAMIDE COPOLYMER","959867-66-4","-"
"12356","HYALURONIDASE","37326-33-3","253-464-3"
"12357","HYDNOCARPUS ANTHELMINTHICUS SEED EXTRACT","-","-"
"12358","HYDNOCARPUS PENTANDRUS KERNEL OIL","-","-"
"12359","HYDRANGEA ARBORESCENS ROOT EXTRACT","90045-81-1","289-946-5"
"12360","HYDRANGEA MACROPHYLLA EXTRACT","97722-03-7","307-752-1"
"12361","HYDRANGEA MACROPHYLLA FLOWER EXTRACT","-","-"
"12362","HYDRANGEA MACROPHYLLA FLOWER/LEAF EXTRACT","-","-"
"12363","HYDRANGEA MACROPHYLLA LEAF EXTRACT","97722-03-7","307-752-1"
"12364","HYDRANGEA MACROPHYLLA ROOT EXTRACT","97722-03-7","307-752-1"
"12365","HYDRANGEA PANICULATA FLOWER/FRUIT EXTRACT","-","-"
"12366","HYDRANGEA SERRATA LEAF EXTRACT","-","-"
"12367","HYDRANGENOL","480-47-7","-"
"12368","HYDRASTIS CANADENSIS EXTRACT","84603-60-1","283-261-5"
"12369","HYDRASTIS CANADENSIS POWDER","84603-60-1","283-261-5"
"12370","HYDRASTIS CANADENSIS ROOT EXTRACT","84603-60-1","283-261-5"
"12371","HYDRATED SILICA","10279-57-9 / 1343-98-2 / 7631-86-9 / 112926-00-8 / 63231-67-4","- / 215-683-2 / 231-545-4 / - / -"
"12372","HYDRATROPIC ALCOHOL","1123-85-9","214-379-7"
"12373","HYDRATROPIC ALDEHYDE","93-53-8","202-255-5"
"12374","HYDRATROPIC ALDEHYDE DIMETHYL ACETAL","90-87-9","202-022-8"
"12375","HYDRATROPYL ACETATE","10402-52-5","233-871-2"
"12376","HYDRILLA VERTICILLATA EXTRACT","-","-"
"12377","HYDROABIETYL ALCOHOL","26266-77-3 / 13393-93-6","247-574-0 / 236-476-3"
"12378","HYDROBROMIC ACID","10035-10-6","233-113-0"
"12379","HYDROCHLORIC ACID","7647-01-0","231-595-7"
"12380","HYDROCHLOROFLUOROCARBON 142B","75-68-3","200-891-8"
"12381","HYDROCHLOROFLUOROCARBON 22","75-45-6","200-871-9"
"12382","HYDROCINNAMALDEHYDE","104-53-0","203-211-8"
"12383","HYDROCINNAMYL ACETATE","122-72-5","204-569-8"
"12384","HYDROCINNAMYL CINNAMATE","122-68-9","204-565-6"
"12385","HYDROCINNAMYL FORMATE","104-64-3","203-222-8"
"12386","HYDROCINNAMYL ISOBUTYRATE","103-58-2","203-125-0"
"12387","HYDROCINNAMYL PROPIONATE","122-74-7","204-571-9"
"12388","HYDROCORTISONE ACETATE","50-03-3","200-004-4"
"12389","HYDROFLUOROCARBON 134A","811-97-2","212-377-0"
"12390","HYDROFLUOROCARBON 152A","75-37-6","200-866-1"
"12391","HYDROFLUOROCARBON 227EA","431-89-0","207-079-2"
"12392","HYDROGEN","1333-74-0","215-605-7"
"12393","HYDROGEN DIMETHICONE","68037-59-2 / 69013-23-6 / 70900-21-9","- / - / -"
"12394","HYDROGEN DIMETHICONE/OCTYL SILSESQUIOXANE COPOLYMER","-","-"
"12395","HYDROGEN DIPHENYL DIMETHICONE","68037-60-5","-"
"12396","HYDROGEN PEROXIDE","7722-84-1","231-765-0"
"12397","HYDROGEN TRIFLUOROPROPYL DIMETHICONE","766542-38-5","-"
"12398","HYDROGENATED ACETOPHENONE/OXYMETHYLENE COPOLYMER","68441-83-8","-"
"12399","HYDROGENATED ACETOPHENONE/OXYMETHYLENE/IPDI COPOLYMER","129870-75-3","-"
"12400","HYDROGENATED ADANSONIA DIGITATA SEED OIL","91745-12-9","294-680-8"
"12401","HYDROGENATED APRICOT KERNEL OIL","-","-"
"12402","HYDROGENATED APRICOT OIL UNSAPONIFIABLES","-","-"
"12403","HYDROGENATED ARGANIA SPINOSA KERNEL OIL","-","-"
"12404","HYDROGENATED AVOCADO OIL","-","-"
"12405","HYDROGENATED BISABOLOL","-","-"
"12406","HYDROGENATED BISPHENOL A","80-04-6","201-244-2"
"12407","HYDROGENATED BLACK CURRANT SEED OIL","68606-81-5 / 97676-19-2","271-749-0 / -"
"12408","HYDROGENATED BRASSICA ALCOHOL","-","-"
"12409","HYDROGENATED BRASSICA CAMPESTRIS/ALEURITES FORDI OIL COPOLYMER","-","-"
"12410","HYDROGENATED BRASSICA CAMPESTRIS/ALEURITES FORDII OIL COPOLYMER","-","-"
"12411","HYDROGENATED BUTADIENE/ISOPRENE/STYRENE COPOLYMER","132778-07-5","-"
"12412","HYDROGENATED BUTYLENE/ETHYLENE/STYRENE COPOLYMER","-","-"
"12413","HYDROGENATED C12-18 TRIGLYCERIDES","-","-"
"12414","HYDROGENATED CALOPHYLLUM INOPHYLLUM SEED OIL","-","-"
"12415","HYDROGENATED CAMELINA SATIVA SEED OIL","-","-"
"12416","HYDROGENATED CAMELLIA JAPONICA SEED OIL","-","-"
"12417","HYDROGENATED CAMELLIA OLEIFERA SEED OIL","225233-97-6","-"
"12418","HYDROGENATED CANNABIS SATIVA SEED OIL","-","-"
"12419","HYDROGENATED CANOLA OIL","226993-69-7","-"
"12420","HYDROGENATED CASTOR OIL","8001-78-3","232-292-2"
"12421","HYDROGENATED CASTOR OIL BEHENYL ESTERS","-","-"
"12422","HYDROGENATED CASTOR OIL CETYL ESTERS","-","-"
"12423","HYDROGENATED CASTOR OIL DIMER DILINOLEATE","-","-"
"12424","HYDROGENATED CASTOR OIL HYDROXYSTEARATE","-","-"
"12425","HYDROGENATED CASTOR OIL ISOSTEARATE","-","-"
"12426","HYDROGENATED CASTOR OIL LAURATE","85711-76-8","288-338-7"
"12427","HYDROGENATED CASTOR OIL PEG-8 ESTERS","-","-"
"12428","HYDROGENATED CASTOR OIL STEARATE","-","-"
"12429","HYDROGENATED CASTOR OIL STEARYL ESTERS","-","-"
"12430","HYDROGENATED CASTOR OIL TRIISOSTEARATE","-","-"
"12431","HYDROGENATED CASTOR OIL TRIISOSTEARIN ESTERS","226993-50-6","-"
"12432","HYDROGENATED CASTOR OIL/ADIPIC ACID COPOLYMER","-","-"
"12433","HYDROGENATED CASTOR OIL/DIMER DILINOLEIC ACID COPOLYMER","-","-"
"12434","HYDROGENATED CASTOR OIL/SEBACIC ACID COPOLYMER","-","-"
"12435","HYDROGENATED CASTOR OIL/SEBACIC ACID COPOLYMER CAPRATE/CAPRYLATE","-","-"
"12436","HYDROGENATED COCO-GLYCERIDES","91744-42-2","294-604-3"
"12437","HYDROGENATED COCONUT ACID","68938-15-8","273-118-5"
"12438","HYDROGENATED COCONUT OIL","84836-98-6","284-283-8"
"12439","HYDROGENATED CORN OIL","68525-87-1","271-200-5 (I)"
"12440","HYDROGENATED COTTONSEED GLYCERIDE","61789-07-9","263-028-4"
"12441","HYDROGENATED COTTONSEED OIL","68334-00-9","269-804-9"
"12442","HYDROGENATED CRAMBE ABYSSINICA SEED OIL","-","-"
"12443","HYDROGENATED CRANBERRY SEED OIL","-","-"
"12444","HYDROGENATED DICYCLOPENTADIENE/ISOPENTENE/ISOPRENE COPOLYMER","-","-"
"12445","HYDROGENATED DICYCLOPENTADIENE/ISOPENTENE/ISOPRENE/STYRENE COPOLYMER","-","-"
"12446","HYDROGENATED DIDECENE","68649-11-6","-"
"12447","HYDROGENATED DIDODECENE","151006-61-0","-"
"12448","HYDROGENATED DIFARNESENE","120260-10-8,1187662-43-6,1187662-44-7,1187662-45-8",",,,"
"12449","HYDROGENATED DILINOLEYL ALCOHOL","-","-"
"12450","HYDROGENATED DIMER DILINOLEIC ACID","-","-"
"12451","HYDROGENATED DIMER DILINOLEIC ACID/HEXANEDIOL COPOLYMER","-","-"
"12452","HYDROGENATED DIMER DILINOLETH-20","-","-"
"12453","HYDROGENATED DIMER DILINOLETH-30","-","-"
"12454","HYDROGENATED DIMER DILINOLETH-40","-","-"
"12455","HYDROGENATED DIMER DILINOLETH-60","-","-"
"12456","HYDROGENATED DIMER DILINOLETH-80","-","-"
"12457","HYDROGENATED DIMER DILINOLEYL PEG-41/POLY(1,2-BUTANEDIOL)-18 DIMETHYL ETHER","-","-"
"12458","HYDROGENATED DIMER DILINOLEYL PEG-44/POLY(1,2-BUTANEDIOL)-15 DIMETHYL ETHER","-","-"
"12459","HYDROGENATED DIMER DILINOLEYL/DIMETHYLCARBONATE COPOLYMER","-","-"
"12460","HYDROGENATED DITALLOWAMINE","61789-79-5","263-089-7/629-721-4"
"12461","HYDROGENATED EGG OIL","-","-"
"12462","HYDROGENATED ETHYLBICYCLOHEPTANE GUAIACOL","-","-"
"12463","HYDROGENATED ETHYLENE/PROPYLENE/STYRENE COPOLYMER","-","-"
"12464","HYDROGENATED ETHYLHEXYL COCO-OLEATE ESTOLIDES","-","-"
"12465","HYDROGENATED ETHYLHEXYL OLIVATE","-","-"
"12466","HYDROGENATED ETHYLHEXYL SESAMATE","-","-"
"12467","HYDROGENATED EVENING PRIMROSE OIL","-","-"
"12468","HYDROGENATED FARNESENE","3891-98-3","-"
"12469","HYDROGENATED FARNESENE/C10-16 OLEFIN COPOLYMER","1481694-12-5","-"
"12470","HYDROGENATED FISH OIL","91078-95-4","293-379-9"
"12471","HYDROGENATED GLYCERYL ABIETATE","-","-"
"12472","HYDROGENATED GLYCERYL DEHYDROABIETATE/TETRAHYDROABIETATE","-","-"
"12473","HYDROGENATED GRAPEFRUIT SEED OIL","-","-"
"12474","HYDROGENATED GRAPEFRUIT SEED OIL UNSAPONIFIABLES","-","-"
"12475","HYDROGENATED GRAPESEED OIL","-","-"
"12476","HYDROGENATED HAZELNUT OIL","-","-"
"12477","HYDROGENATED HEMP SEED OIL","-","-"
"12478","HYDROGENATED HONEY","-","-"
"12479","HYDROGENATED HORSE FAT","-","-"
"12480","HYDROGENATED ISOCETYL OLIVATE","-","-"
"12481","HYDROGENATED ISOPROPYL JOJOBATE","-","-"
"12482","HYDROGENATED JAPAN WAX","-","-"
"12483","HYDROGENATED JOJOBA ALCOHOL","196316-32-2","-"
"12484","HYDROGENATED JOJOBA OIL","92457-12-0 / 61789-91-1","296-292-4 / -"
"12485","HYDROGENATED KUKUI NUT OIL","-","-"
"12486","HYDROGENATED LANETH-20","-","-"
"12487","HYDROGENATED LANETH-25","-","-"
"12488","HYDROGENATED LANETH-5","-","-"
"12489","HYDROGENATED LANOLIN","8031-44-5","232-452-1"
"12490","HYDROGENATED LANOLIN ALCOHOL","-","-"
"12491","HYDROGENATED LARD","73138-67-7","277-297-0"
"12492","HYDROGENATED LARD GLYCERIDE","91744-55-7 / 8040-05-9","294-619-5"
"12493","HYDROGENATED LARD GLYCERIDES","91744-48-8","294-611-1"
"12494","HYDROGENATED LECITHIN","92128-87-5","295-786-7"
"12495","HYDROGENATED LIME SEED OIL","-","-"
"12496","HYDROGENATED LIME SEED OIL UNSAPONIFIABLES","-","-"
"12497","HYDROGENATED LYSOLECITHIN","-","-"
"12498","HYDROGENATED LYSOPHOSPHATIDYLCHOLINE","-","-"
"12499","HYDROGENATED MACADAMIA SEED OIL","129811-19-4","-"
"12500","HYDROGENATED MEADOWFOAM SEED OIL","-","-"
"12501","HYDROGENATED MENHADEN ACID","-","-"
"12502","HYDROGENATED MENHADEN OIL","93572-53-3","297-485-6"
"12503","HYDROGENATED METHYL ABIETATE","222400-68-2","-"
"12504","HYDROGENATED MICROCRYSTALLINE CERA","92045-76-6","295-458-3"
"12505","HYDROGENATED MICROCRYSTALLINE WAX","64742-60-5 /92045-76-6","265-163-4 (I)/295-458-3 (I)"
"12506","HYDROGENATED MILK LIPIDS","-","-"
"12507","HYDROGENATED MINERAL OIL","64742-54-7","-"
"12508","HYDROGENATED MINK OIL","-","-"
"12509","HYDROGENATED MORINGA GLUCOSIDE","-","-"
"12510","HYDROGENATED MORINGA OLEIFERA SEED OIL","-","-"
"12511","HYDROGENATED NEPETA CATARIA OIL","84929-35-1","284-520-5"
"12512","HYDROGENATED OAT KERNEL OIL","-","-"
"12513","HYDROGENATED OLIVE OIL","226993-75-5","-"
"12514","HYDROGENATED OLIVE OIL CAPRYLYL ESTERS","-","-"
"12515","HYDROGENATED OLIVE OIL CETYL ESTERS","-","-"
"12516","HYDROGENATED OLIVE OIL DECYL ESTERS","-","-"
"12517","HYDROGENATED OLIVE OIL HEXYL ESTERS","-","-"
"12518","HYDROGENATED OLIVE OIL LAURYL ESTERS","-","-"
"12519","HYDROGENATED OLIVE OIL MYRISTYL ESTERS","-","-"
"12520","HYDROGENATED OLIVE OIL STEARYL ESTERS","-","-"
"12521","HYDROGENATED OLIVE OIL UNSAPONIFIABLES","-","-"
"12522","HYDROGENATED ORANGE ROUGHY OIL","-","-"
"12523","HYDROGENATED ORANGE SEED OIL","-","-"
"12524","HYDROGENATED ORANGE SEED OIL UNSAPONIFIABLES","-","-"
"12525","HYDROGENATED OSTRICH OIL","-","-"
"12526","HYDROGENATED PALM ACID","84238-17-5","282-486-6"
"12527","HYDROGENATED PALM GLYCERIDE","91744-73-9","294-638-9"
"12528","HYDROGENATED PALM GLYCERIDES","91744-66-0","294-631-0"
"12529","HYDROGENATED PALM GLYCERIDES CITRATE","91744-68-2","294-633-1"
"12530","HYDROGENATED PALM KERNEL AMINE OXIDE","233603-35-5","-"
"12531","HYDROGENATED PALM KERNEL GLYCERIDES","93334-20-4","297-094-0"
"12532","HYDROGENATED PALM KERNEL OIL","68990-82-9 (1), 84540-04-5 (2)","273-627-2 (1), 283-093-2 (2)"
"12533","HYDROGENATED PALM OIL","68514-74-9 / 8033-29-2","271-056-3"
"12534","HYDROGENATED PALM/PALM KERNEL GLYCERIDES","-","-"
"12535","HYDROGENATED PALM/PALM KERNEL OIL PEG-6 ESTERS","-","-"
"12536","HYDROGENATED PALMITIC/STEARIC/OLEIC/LINOLEIC GLYCERIDES","-","-"
"12537","HYDROGENATED PALMTRIMONIUM CHLORIDE","-","-"
"12538","HYDROGENATED PANAX GINSENG ROOT OIL","-","-"
"12539","HYDROGENATED PASSIFLORA EDULIS SEED OIL","-","-"
"12540","HYDROGENATED PEACH KERNEL OIL","-","-"
"12541","HYDROGENATED PEANUT OIL","68425-36-5","270-350-9"
"12542","HYDROGENATED PHOSPHATIDYLCHOLINE","97281-48-6","306-549-5"
"12543","HYDROGENATED PINUS PINASTER SEED OIL","-","-"
"12544","HYDROGENATED PISTACHIO SEED OIL","68334-28-1","269-820-6"
"12545","HYDROGENATED PISTACIA VERA SEED OIL","68334-28-1","269-820-6"
"12546","HYDROGENATED PLUKENETIA VOLUBILIS SEED OIL","-","-"
"12548","HYDROGENATED POLY(C6-12 OLEFIN)","-","-"
"12549","HYDROGENATED POLY(C6-14 OLEFIN)","-","-"
"12550","HYDROGENATED POLY(C6-20 OLEFIN)","69430-35-9","-"
"12547","HYDROGENATED POLY(C6/10/14 OLEFIN)","895164-30-4","-"
"12551","HYDROGENATED POLY(C8/12 OLEFIN)","163149-29-9","-"
"12552","HYDROGENATED POLYBUTADIENE/GLYCOL/HDI COPOLYMER","-","-"
"12553","HYDROGENATED POLYBUTENE","-","-"
"12554","HYDROGENATED POLYCYCLOPENTADIENE","-","-"
"12555","HYDROGENATED POLYDECENE","68037-01-4","500-183-1"
"12556","HYDROGENATED POLYDICYCLOPENTADIENE","-","-"
"12557","HYDROGENATED POLYDODECENE","-","-"
"12558","HYDROGENATED POLYISOBUTENE","40921-86-6 / 61693-08-1","-"
"12559","HYDROGENATED POLYISOPRENE CROSSPOLYMER","127883-08-3","-"
"12560","HYDROGENATED POTATO STARCH","-","-"
"12561","HYDROGENATED PRUNUS DOMESTICA SEED OIL","-","-"
"12562","HYDROGENATED PUMPKIN SEED OIL","-","-"
"12563","HYDROGENATED PUNICA GRANATUM SEED OIL","-","-"
"12564","HYDROGENATED RAPESEED ALCOHOL","-","-"
"12565","HYDROGENATED RAPESEED GLYCERIDES","-","-"
"12566","HYDROGENATED RAPESEED OIL","84681-71-0","283-532-8"
"12567","HYDROGENATED RASPBERRY SEED OIL","-","-"
"12568","HYDROGENATED RETINOL","-","-"
"12569","HYDROGENATED RHUS VERNICIFLUA PEEL CERA","-","-"
"12570","HYDROGENATED RHUS VERNICIFLUA PEEL WAX","-","-"
"12571","HYDROGENATED RICE BRAN OIL","-","-"
"12572","HYDROGENATED RICE BRAN WAX","-","-"
"12573","HYDROGENATED ROSA CANINA FRUIT OIL","-","-"
"12574","HYDROGENATED ROSIN","65997-06-0","266-041-3"
"12575","HYDROGENATED SAFFLOWER SEED OIL","8001-23-8","232-276-5"
"12576","HYDROGENATED SESAME SEED OIL","-","-"
"12577","HYDROGENATED SHARK LIVER OIL","-","-"
"12578","HYDROGENATED SHEA BUTTER","-","-"
"12579","HYDROGENATED SHEA OIL","93333-83-6","297-053-7"
"12580","HYDROGENATED SODIUM CYCLIC LYSOPHOSPHATIDIC ACID","-","-"
"12581","HYDROGENATED SOY GLYCERIDE","61789-08-0","263-030-5"
"12582","HYDROGENATED SOY GLYCERIDES","68201-48-9","269-219-9"
"12583","HYDROGENATED SOY POLYGLYCERIDES","912810-05-0","-"
"12584","HYDROGENATED SOY POLYGLYCERIDES/SOYAMIDE DEA","-","-"
"12585","HYDROGENATED SOYBEAN OIL","8016-70-4","232-410-2"
"12586","HYDROGENATED SPHINGOLIPIDS","-","-"
"12587","HYDROGENATED STARCH EXTRACT","32860-62-1","-"
"12588","HYDROGENATED STARCH HYDROLYSATE","68425-17-2","270-337-8"
"12589","HYDROGENATED STARCH HYDROLYSATE HYDROXYPROPYLTRIMONIUM CHLORIDE","-","-"
"12590","HYDROGENATED STYRENE/BUTADIENE COPOLYMER","66070-58-4","-"
"12591","HYDROGENATED STYRENE/ISOPRENE COPOLYMER","68648-89-5","-"
"12592","HYDROGENATED STYRENE/METHYLSTYRENE/INDENE COPOLYMER","-","-"
"12593","HYDROGENATED SUNFLOWER SEED EXTRACT","-","-"
"12594","HYDROGENATED SUNFLOWER SEED OIL","-","-"
"12595","HYDROGENATED SUNFLOWER SEED OIL GLYCERYL ESTERS","-","-"
"12596","HYDROGENATED SUNFLOWER SEED OIL POLYGLYCERYL-3 ESTERS","-","-"
"12597","HYDROGENATED SWEET ALMOND OIL","-","-"
"12598","HYDROGENATED SWEET ALMOND OIL UNSAPONIFIABLES","-","-"
"12599","HYDROGENATED TALLOW","8030-12-4","232-442-7"
"12600","HYDROGENATED TALLOW ACID","61790-38-3","263-130-9"
"12601","HYDROGENATED TALLOW ALCOHOL","-","-"
"12602","HYDROGENATED TALLOW AMIDE","61790-31-6","263-123-0"
"12603","HYDROGENATED TALLOW BETAINE","-","-"
"12604","HYDROGENATED TALLOW GLYCERIDE","61789-09-1","263-031-0"
"12605","HYDROGENATED TALLOW GLYCERIDE CITRATE","68990-59-0","273-613-6"
"12606","HYDROGENATED TALLOW GLYCERIDE LACTATE","68990-06-7","273-576-6"
"12607","HYDROGENATED TALLOW GLYCERIDES","92128-50-2 / 68308-54-3","295-745-3 / 269-658-6"
"12608","HYDROGENATED TALLOW GLYCERIDES CITRATE","91723-33-0","294-539-0"
"12609","HYDROGENATED TALLOWALKONIUM BENTONITE","71011-24-0","275-124-3"
"12610","HYDROGENATED TALLOWALKONIUM CHLORIDE","61789-72-8","263-081-3"
"12611","HYDROGENATED TALLOWAMIDE DEA","68440-32-4","270-450-2"
"12612","HYDROGENATED TALLOWAMINE","61788-45-2","262-976-6"
"12613","HYDROGENATED TALLOWAMINE OXIDE","61788-94-1","263-021-6"
"12614","HYDROGENATED TALLOWETH-12","-","-"
"12615","HYDROGENATED TALLOWETH-25","-","-"
"12616","HYDROGENATED TALLOWETH-60 MYRISTYL GLYCOL","-","-"
"12617","HYDROGENATED TALLOWOYL GLUTAMIC ACID","-","-"
"12618","HYDROGENATED TALLOWTRIMONIUM CHLORIDE","61788-78-1","263-005-9"
"12619","HYDROGENATED TETRADECENYL/METHYLPENTADECENE","1000172-11-1","-"
"12620","HYDROGENATED TORREYA NUCIFERA SEED OIL","-","-"
"12621","HYDROGENATED TRIDODECENE","151006-62-1","-"
"12622","HYDROGENATED VEGETABLE GLYCERIDE","-","-"
"12623","HYDROGENATED VEGETABLE GLYCERIDES","100684-29-5","309-701-9"
"12624","HYDROGENATED VEGETABLE GLYCERIDES CITRATE","97593-31-2","307-334-9"
"12625","HYDROGENATED VEGETABLE GLYCERIDES PHOSPHATE","85411-01-4","-"
"12626","HYDROGENATED VEGETABLE OIL","68334-28-1","269-820-6"
"12627","HYDROGENATED WALNUT SEED OIL","-","-"
"12628","HYDROGENATED WHEAT GERM OIL","-","-"
"12629","HYDROGENATED WHEAT GERM OIL UNSAPONIFIABLES","-","-"
"12630","HYDROGENDIMETHYLSILOXYSILICATE","68988-57-8","273-531-0"
"12631","HYDROLYZED (CITRUS AURANTIUM AMARA /FORSYTHIA VIRIDISSIMA/GARDENIA FLORIDA) FRUIT/MENTHA ARVENSIS LEAF/(ANGELICA ACUTILOBA/COPTIS JAPONICA/GLYCYRRHIZA GLABRA /PAEONIA LACTIFLORA/PLATYCODON GRANDIFLORUS/REHMANNIA GLUTINOSA/SCUTELLARIA BAICALENSIS ROOT) EXTRACT","-","-"
"12632","HYDROLYZED (CITRUS AURANTIUM AMARA /FORSYTHIA VIRIDISSIMA/GARDENIA JASMINOIDES) FRUIT/MENTHA ARVENSIS LEAF/(ANGELICA ACUTILOBA/COPTIS JAPONICA/ GLYCYRRHIZA GLABRA /PAEONIA LACTIFLORA/PLATYCODON GRANDIFLORUS/REHMANNIA GLUTINOSA/SCUTELLARIA BAICALENSIS) ROOT EXTRACT","-","-"
"12633","HYDROLYZED (CITRUS AURANTIUM AMARA/FORSYTHIA VIRIDISSIMA/GARDENIA FLORIDA) FRUIT/MENTHA ARVENSIS LEAF/(ANGELICA ACUTILOBA/COPTIS JAPONICA/GLYCYRRHIZA GLABRA/PAEONIA LACTIFLORA/PLATYCODON GRANDIFLORUS/REHMANNIA GLUTINOSA/SCUTELLARIA BAICALENSIS ROOT) EXTRACT","-","-"
"12634","HYDROLYZED (CITRUS AURANTIUM AMARA/FORSYTHIA VIRIDISSIMA/GARDENIA JASMINOIDES) FRUIT/MENTHA ARVENSIS LEAF/(ANGELICA ACUTILOBA/COPTIS JAPONICA/ GLYCYRRHIZA GLABRA/PAEONIA LACTIFLORA/PLATYCODON GRANDIFLORUS/REHMANNIA GLUTINOSA/SCUTELLARIA BAICALENSIS) ROOT EXTRACT","-","-"
"12635","HYDROLYZED (SOLANUM LYCOPERSICUM/TUBEROSUM FRUIT) (DAUCUS AUREUS/BROTERI/ CAROTA/DURIEUA/GADECEAU/GLOCHIDIATUS/MURICATUS ROOT) (MUSA ACUMINATA/BALBISIANA/PARADISIACA FRUIT) (PYRUS COMMUNIS/COSSONII/KOEHNEI/SALICIFOLIA/PYRIFOLIA/BRETSCHNEIDERI FRUIT) (FRAGARIA DALTONIANA/HAYATAE/IINUMAE/VESCA/VIRIDIS/BRINGHURSTII/MOSCHATA/CHILOENSIS/OVALIS FRUIT) (CITRUS RETICULATE/AURANTIUM/CLEMENTINA/AURANTIIFOLIA/UNSHIU/SINENSIS/LATIFOLIA/LIMON/BERGAMIA/MAXIMA/HYSTRIX/PARADISI/JAPONICA/FORTUNELLA FRUIT) (MALUS PUMILA/DOMESTICA/FLORIBUNDA/BACCATA/SYLVESTRIS FRUIT) (CITRULLUS COLOCYNTHIS/ECIRRHOSUS/LANATUS/NAUDINIANUS FRUIT) (CUCUMIS FICIFOLIUS/MELO/SATIVUS/METULIFER FRUIT) (AVENA SATIVA/STRIGOSA GRAIN) (TRITICUM TURGIDUM/AESTIVUM/MONOCOCCUM GRAIN) (HORDEUM VULGARE/SECALINUM/MURINUM/JUBATUM GRAIN)","-","-"
"12636","HYDROLYZED ACACIA MACROSTACHYA SEED EXTRACT","-","-"
"12637","HYDROLYZED ACEROLA FRUIT","-","-"
"12638","HYDROLYZED ACTIN","222400-31-9","-"
"12639","HYDROLYZED ACTINIDIA ARGUTA LEAF EXTRACT","-","-"
"12640","HYDROLYZED ADANSONIA DIGITATA EXTRACT","91745-12-9","294-680-8"
"12641","HYDROLYZED ADANSONIA DIGITATA SEED EXTRACT","-","-"
"12642","HYDROLYZED AGAR","-","-"
"12643","HYDROLYZED AGASTACHE RUGOSA EXTRACT","-","-"
"12644","HYDROLYZED AGAVE TEQUILANA STEM EXTRACT","-","-"
"12645","HYDROLYZED AGRIMONIA PILOSA LEAF EXTRACT","-","-"
"12646","HYDROLYZED ALBUMEN","91079-84-4","293-474-5"
"12647","HYDROLYZED ALGAE EXTRACT","-","-"
"12648","HYDROLYZED ALGIN","-","-"
"12649","HYDROLYZED ALNUS JAPONICA STEM EXTRACT","-","-"
"12650","HYDROLYZED ALOE BARBADENSIS LEAF","-","-"
"12651","HYDROLYZED ALOE BARBADENSIS LEAF EXTRACT","-","-"
"12652","HYDROLYZED ALOE BARBADENSIS LEAF JUICE","-","-"
"12653","HYDROLYZED ALPINIA ZERUMBET","-","-"
"12654","HYDROLYZED AMARANTH PROTEIN","-","-"
"12655","HYDROLYZED AMORPHOPHALLUS KONJAC ROOT","-","-"
"12656","HYDROLYZED ANANAS SATIVUS FRUIT","-","-"
"12657","HYDROLYZED ANNONA CHERIMOLA FRUIT EXTRACT","98653-82-8","308-813-5"
"12658","HYDROLYZED ANTLER VELVET","-","-"
"12659","HYDROLYZED ANTLER VELVET EXTRACT","-","-"
"12660","HYDROLYZED ARTEMISIA VULGARIS LEAF","-","-"
"12661","HYDROLYZED ARTHROSPIRA EXTRACT","-","-"
"12662","HYDROLYZED ASPARAGOPSIS ARMATA EXTRACT","-","-"
"12663","HYDROLYZED ASPERGILLUS/BRASSICA NAPUS SEED FERMENT FILTRATE EXTRACT","-","-"
"12664","HYDROLYZED ASPERGILLUS/EUGLENA/RICE FERMENT","-","-"
"12665","HYDROLYZED ASPERGILLUS/GINSENG EXTRACT FERMENT","-","-"
"12666","HYDROLYZED ASPERGILLUS/RICE FERMENT FILTRATE","-","-"
"12667","HYDROLYZED ASPERGILLUS/SACCHAROMYCES/HORDEUM VULGARE FERMENT EXTRACT FILTRATE","-","-"
"12668","HYDROLYZED ASPERGILLUS/SACCHAROMYCES/RICE FERMENT LEES EXTRACT","-","-"
"12669","HYDROLYZED AVOCADO PROTEIN","-","-"
"12670","HYDROLYZED BAMBUSA ARUNDINACEA EXTRACT","91771-32-3","294-922-2"
"12671","HYDROLYZED BANANA FRUIT","-","-"
"12672","HYDROLYZED BARLEY PROTEIN","-","-"
"12673","HYDROLYZED BEE LARVA EXTRACT","-","-"
"12674","HYDROLYZED BEE LARVA/PUPA EXTRACT","-","-"
"12675","HYDROLYZED BEESWAX","223705-74-6","-"
"12676","HYDROLYZED BETA MARITIMA EXTRACT","-","-"
"12677","HYDROLYZED BETA-GLUCAN","-","-"
"12678","HYDROLYZED BIFIDA/ENTEROCOCCUS FAECIUM/LACTOBACILLUS/STREPTOCOCCUS THERMOPHILUS/SOYMILK FERMENT CURD","-","-"
"12679","HYDROLYZED BIFIDA/SOYMILK FERMENT FILTRATE","-","-"
"12680","HYDROLYZED BORAGE SEED OIL","-","-"
